Player,Country,Position,Goals,Minutes Played,Assists,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m),Attacking Impact Score,Passing Impact Score,Defensive Impact Score,Movement Impact Score,Goalkeeping Impact Score,Cluster,Player Archetype,Overall Performance Score,Performance Rating,Goalkeeping Rating,PC1,PC2
Damian Bobadilla,PAR,MF,0.0,216.0,0,0,0,0,0,0,0,0.0,0.0,0,32,24,75,1,100,0,1,0,1,100,1,5,95,22,1,1,0,0,0,0,,,,26,4,10,12,18,8,1,4,13,72,6.04,336,98,25835.61,-1.3243189297858935,0.2387898630751001,1.2594371879610555,-0.418873311058819,,0,Balanced Contributors,0.6599509541377739,20.3,,0.10955286378786855,-0.643446533208641
Dan Burn,ENG,DF,0.0,59.0,0,0,0,0,0,0,0,0.0,0.0,0,4,2,50,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,0,0,1,1,0,0,0,2,8,1.97,31,8,3938.06,-1.3243189297858935,-1.8597695022691367,-1.6208753848764237,-2.8275254367076155,,2,Limited Tournament Impact,0.0707401041329779,2.2,,-1.6387602586895527,0.1776908164031368
Dan Ndoye,SUI,FW,2.0,437.0,0,8,16,13,15,1,1,0.86,2.31,0,92,73,79,13,15,8,10,50,0,0,0,32,141,20,5,16,0,0,0,4,,,,133,85,48,0,63,70,19,85,97,281,6.21,509,248,44247.46,7.333165009386315,1.7905205161856057,5.909356716921482,6.4177095841281,,5,Elite All-Round Performers,1.9561270847115424,60.1,,4.603985976993347,1.4427357078235936
Dani Olmo,ESP,FW,0.0,456.0,2,1,11,0,6,5,1,0.76,0.0,0,203,186,92,1,0,12,15,73,2,100,0,30,240,23,5,8,0,0,0,0,,,,256,76,139,41,206,50,3,73,103,474,6.59,725,235,49694.66,3.753360844322539,4.155585675469156,5.690089308365398,8.191180571364011,,5,Elite All-Round Performers,2.0918643777788124,64.3,,4.737672955766327,-0.4019217770589173
Danial Iri,IRN,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Daniel Munoz,COL,DF,2.0,451.0,0,2,3,67,3,0,0,0.64,3.11,0,213,194,91,9,22,0,5,20,0,0,0,11,64,20,9,1,0,0,0,3,,,,338,135,109,94,53,285,8,38,52,461,6.53,598,221,47613.35,2.547541890393052,1.2840795169027264,1.1666289077334782,9.494354257236566,,1,Dynamic Attackers,1.4534163601890446,44.7,,2.7465152652707094,0.12700168710507578
Daniel Svensson,SWE,DF,0.0,114.0,0,0,1,0,0,1,0,0.01,0.0,1,46,38,83,2,50,0,3,33,0,0,0,8,24,3,0,0,0,0,0,1,,,,31,9,18,4,17,14,0,8,12,88,5.41,149,63,13088.54,-0.94937976660458,-0.399989514350581,-0.6827034285277471,-1.006452351293092,,0,Balanced Contributors,0.3973491675445835,12.2,,-0.6412578644590762,-0.15371263370339927
Danilo,BRA,DF,0.0,471.0,0,0,1,0,1,0,0,0.04,0.0,0,294,262,89,7,29,1,6,50,1,100,0,3,50,8,7,1,2,0,0,1,,,,198,45,41,112,35,163,4,21,44,604,5.68,495,217,44689.09,-1.017367080586114,3.180082775135605,-0.226149752448661,5.612972789152363,,3,Complete Midfielders,1.1059939222397404,34.0,,1.4540398122660319,-1.2400695660948644
Danilo Santos,BRA,MF,0.0,73.0,0,1,2,0,2,0,1,0.19,0.0,0,30,23,77,0,0,0,2,100,0,0,0,1,22,4,0,0,0,0,0,0,,,,29,10,10,9,20,9,0,3,18,65,5.79,115,43,8458.78,-0.1339763962100181,-0.6426800330632091,-1.0794827848647153,-1.2726635606956365,,2,Limited Tournament Impact,0.3533083850906268,10.9,,-0.7102449118671041,0.24688478098891836
Danley Jean Jacques,HAI,MF,0.0,288.0,0,0,0,0,0,0,0,0.0,0.0,0,116,102,88,2,0,1,1,0,3,100,0,11,78,25,5,3,1,0,0,0,,,,73,2,27,44,36,37,0,11,30,243,6.87,470,138,33149.8,-1.3243189297858935,0.7996693449261713,1.9738435055396275,1.479257716303772,,3,Complete Midfielders,0.8853934692031284,27.2,,0.7769659263832784,-0.9147638495008221
Darwin Nunez,URU,FW,0.0,182.0,0,0,2,0,1,1,1,0.2,0.0,0,25,20,80,3,33,1,3,100,1,100,0,6,95,2,1,1,0,0,0,2,,,,36,30,6,0,27,9,4,26,25,65,6.09,190,93,19040.35,-0.3429032425974921,0.89072950370595,0.0898922219302404,0.049095981355486,,0,Balanced Contributors,0.658032714132958,20.2,,0.17883424675943219,-0.31444134037145005
David Affengruber,AUT,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
David Alaba,AUT,DF,0.0,302.0,1,0,2,0,0,2,0,0.02,0.0,1,222,198,89,1,0,0,5,80,1,0,0,5,28,9,2,0,0,0,0,0,,,,40,3,7,30,17,23,0,4,54,441,5.93,297,70,29617.98,-0.2285342920263615,1.3656765566085145,-0.4557676673101026,0.4836623127791863,,0,Balanced Contributors,0.6705741025052001,20.6,,0.22505327839044598,-0.33105031372977217
David Doudera,CZE,DF,0.0,100.0,0,0,4,0,1,3,0,0.05,0.0,0,47,34,72,4,25,1,3,0,0,0,0,1,23,0,0,1,0,0,0,0,,,,23,10,10,3,7,16,0,10,20,107,2.09,114,34,10486.58,-0.0952713807010294,-0.7514173711851231,-1.14271727830987,-1.590709822706635,,2,Limited Tournament Impact,0.3213828774055838,9.9,,-0.8018256846029914,0.303745862964065
David Jurasek,CZE,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
David Moller Wolfe,NOR,DF,0.0,477.0,1,0,0,0,0,0,0,0.0,0.0,0,186,162,87,7,14,3,7,43,0,0,0,13,70,22,7,2,0,0,0,0,,,,164,45,73,46,62,102,4,26,76,382,5.1,520,216,48590.19,-0.9160271656025613,1.469442277483353,1.6529899495270075,5.0263588661518765,,3,Complete Midfielders,1.128275143955485,34.7,,1.5253700033430788,-1.0276639259259654
David Ospina,COL,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
David Raum,GER,DF,0.0,123.0,0,1,1,0,1,0,0,0.04,0.0,2,52,44,85,14,21,1,4,50,1,0,0,18,29,8,2,0,0,0,0,0,,,,54,27,14,13,18,36,4,13,15,134,3.53,198,85,13697.63,-0.6469366048315303,0.661912330314027,0.3038248256416563,-0.075519069857261,,0,Balanced Contributors,0.6430485751779418,19.8,,0.11110488535134923,-0.3968296691933947
David Raya,ESP,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
David Zima,CZE,DF,0.0,19.0,0,0,0,0,0,0,0,0.0,0.0,0,7,6,86,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,,,,2,0,1,1,1,1,0,0,1,16,2.36,23,9,2311.48,-1.3243189297858935,-1.7122159532285608,-1.5260388157850056,-2.801230000101545,,2,Limited Tournament Impact,0.0931363966805537,2.9,,-1.5721113606774213,0.1374951302025047
Davinson Sanchez,COL,DF,0.0,541.0,0,2,6,0,5,1,4,0.54,0.0,0,361,324,90,0,0,1,10,20,6,100,0,20,32,18,6,5,1,0,0,1,,,,59,0,1,58,22,37,0,8,53,755,5.36,441,145,48497.14,2.2518203548020344,4.22460432525114,1.9379124679276365,2.063387406557774,,3,Complete Midfielders,1.312491405287278,40.4,,2.319782524112452,-0.30397237126549925
Dayne St Clair,CAN,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Dayot Upamecano,FRA,DF,0.0,687.0,0,1,3,0,3,0,2,0.53,0.0,0,429,396,92,0,0,2,6,67,4,100,0,17,54,26,6,4,0,0,0,0,,,,107,2,6,99,53,54,0,6,89,943,5.98,549,208,68521.18,0.6516263153303065,4.54826020533796,2.3154390413446126,4.361123340390196,,3,Complete Midfielders,1.4513110461310443,44.6,,2.6082750312459226,-1.1002799919095747
Dean Henderson,ENG,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Declan Rice,ENG,MF,0.0,519.0,1,2,5,0,3,2,1,0.24,0.0,27,248,225,91,36,33,2,10,50,4,75,0,8,66,10,3,0,2,0,0,1,,,,157,25,51,81,100,57,3,25,86,488,5.46,532,170,47405.89,3.1286587177283285,5.4502427021635045,0.2138572989392695,4.686738196711888,,3,Complete Midfielders,1.4227074904875363,43.7,,2.71229262277943,-0.16965743854020277
Deiver Machado,COL,DF,0.0,99.0,0,0,0,0,0,0,0,0.0,0.0,0,23,22,96,2,0,0,1,100,0,0,0,4,21,2,1,2,0,0,0,0,,,,36,16,17,3,7,29,1,9,7,52,1.22,117,56,10069.09,-1.3243189297858935,-0.4917671727000121,-0.6826899435874724,-1.4122972703097836,,0,Balanced Contributors,0.3528045207869223,10.8,,-0.8014555001480966,-0.25468445329276607
Dejan Ljubicic,AUT,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Denil Castillo,ECU,MF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Denis Visinsky,CZE,FW,0.0,59.0,0,0,3,0,2,1,0,0.26,0.0,0,14,14,100,0,0,2,0,0,0,0,0,4,20,0,0,1,0,0,0,0,,,,18,3,10,5,7,11,1,5,5,40,2.33,92,46,6956.61,-0.2655553549450641,-1.342113238477803,-0.9890136556961758,-1.9310505191927223,,2,Limited Tournament Impact,0.2645393092785407,8.1,,-0.9839643503763734,0.35845456248847746
Denis Zakaria,SUI,MF,0.0,392.0,0,2,5,0,5,0,1,0.61,0.0,0,185,160,86,14,14,3,10,70,0,0,0,19,63,23,4,0,2,0,0,1,,,,57,26,20,11,18,39,4,56,68,411,4.05,393,168,39537.36,1.2660201910646696,2.334296776981997,1.6667961201093515,2.428244553588592,,3,Complete Midfielders,1.1241752606983888,34.6,,1.6829025338031782,-0.27978584247570737
Deniz Gul,TUR,FW,0.0,50.0,0,1,2,0,2,0,1,0.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,,,,14,13,1,0,14,0,1,3,3,7,4.28,43,22,5152.77,0.2629421019291356,-2.4642577606874845,-1.5765506717665017,-2.110622772338733,,2,Limited Tournament Impact,0.1278752854034975,3.9,,-1.351015774731118,0.8438259569523566
Deniz Undav,GER,FW,3.0,174.0,2,4,6,50,5,1,0,1.43,2.1,0,31,23,74,2,0,0,4,50,0,0,0,6,53,7,3,0,0,0,0,0,,,,19,12,7,0,13,6,5,27,30,85,6.03,205,59,17404.37,5.534276125276183,-0.7723799588836687,-0.2396085597423302,-0.3247681697743232,,1,Dynamic Attackers,0.6881402742427312,21.2,,0.7106163860747883,2.2269573043794937
Dennis Dargahi,IRN,FW,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Dennis Hadzikadunic,BIH,DF,0.0,33.0,1,0,0,0,0,0,0,0.0,0.0,0,10,8,80,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,,,,5,0,0,5,1,4,0,2,3,23,1.52,32,11,3338.81,-0.9160271656025613,-1.739905524625669,-1.4021300623773174,-2.735170114002201,,2,Limited Tournament Impact,0.121973076416717,3.7,,-1.4558037787301268,0.2774028564190946
Denzel Dumfries,NED,DF,0.0,432.0,2,2,5,0,4,1,2,0.44,0.0,0,179,147,82,17,29,1,13,54,0,0,0,24,74,8,6,3,0,0,0,1,,,,82,40,29,13,18,64,13,44,56,379,6.05,470,183,43452.06,2.224416954376345,2.4543136703993604,1.6925415589603623,3.796061863831432,,1,Dynamic Attackers,1.2510272300716887,38.5,,2.1303353791518926,-0.016697424574901053
Derek Cornelius,CAN,DF,0.0,351.0,0,1,5,0,5,0,4,0.74,0.0,0,170,151,89,1,0,0,2,50,1,0,0,4,29,6,4,3,1,0,0,0,,,,14,2,2,10,6,8,1,8,35,379,4.58,368,106,33569.61,1.8570441028709512,0.4471589878069656,-0.1756119150184525,0.0242285284551291,,0,Balanced Contributors,0.6758878799887968,20.8,,0.3976118949998966,0.6105182543346642
Deroy Duarte,CPV,MF,1.0,300.0,0,2,3,33,1,2,0,0.12,8.28,0,101,87,86,1,100,0,2,50,1,100,0,13,137,26,4,1,0,0,0,0,,,,56,11,29,16,41,15,1,14,51,228,6.26,323,73,31052.7,1.711991991229319,1.3717371398826383,2.4697445658408386,0.830578371912304,,3,Complete Midfielders,1.0514720484918576,32.3,,1.5011358401598216,0.06674941125117366
Derrick Etienne,HAI,FW,0.0,14.0,0,0,0,0,0,0,0,0.0,0.0,1,8,4,50,2,50,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,,,,10,7,1,2,4,6,2,5,1,19,2.56,26,8,1841.93,-1.261933476999467,-1.3221701705213598,-1.6097942065989432,-2.4083349705308223,,2,Limited Tournament Impact,0.1404508940527857,4.3,,-1.4268196004846783,0.07345385319367724
Derrick Luckassen,GHA,DF,1.0,205.0,0,1,1,100,1,0,0,0.62,1.62,0,125,109,87,0,0,0,3,0,1,100,0,2,8,4,1,2,0,0,0,0,,,,4,0,0,4,1,3,1,1,12,256,2.64,147,39,18059.74,1.5184982222543162,0.4105419201914114,-0.8281906309741904,-1.6826554560430815,,0,Balanced Contributors,0.4962011387269195,15.3,,-0.1590279828743275,0.6381578291001689
Desire Doue,FRA,FW,1.0,400.0,1,8,13,8,4,9,1,0.71,1.41,2,175,148,85,5,40,9,14,43,2,100,0,13,173,22,3,6,0,0,0,0,,,,174,50,81,43,57,117,12,78,85,428,6.55,504,228,43220.64,6.52464431236937,3.751898773051849,3.482577173360584,6.649984369607156,,5,Elite All-Round Performers,1.8526639926157356,57.0,,4.239212189418063,0.9926721843175534
Deveron Fonville,CUW,DF,0.0,260.0,0,0,0,0,0,0,0,0.0,0.0,0,66,55,83,0,0,4,3,33,0,0,0,9,73,19,2,3,0,0,0,0,,,,17,5,8,4,3,14,0,9,53,151,5.89,239,132,25516.75,-1.3243189297858935,-0.3706014232312195,1.424247970300943,-0.1524348408285241,,0,Balanced Contributors,0.6444796921420372,19.8,,0.062284276055593724,-0.5513830834958569
Diego Gomez,PAR,MF,0.0,332.0,0,0,6,0,2,4,0,0.25,0.0,1,101,80,79,2,0,2,4,25,2,100,0,23,147,37,5,1,2,0,0,0,,,,84,10,43,31,58,26,0,21,63,247,6.73,492,179,37311.9,0.7033603664268726,0.9225784468161068,3.881236916951503,2.388818139433382,,3,Complete Midfielders,1.2107486672186214,37.2,,1.8945261712920627,-0.43011237673971725
Diego Moreira,BEL,MF,0.0,76.0,0,0,0,0,0,0,0,0.0,0.0,0,15,10,67,4,25,1,3,67,2,50,0,5,36,2,2,1,0,0,0,1,,,,47,12,21,14,20,27,1,11,5,41,1.04,109,55,8031.47,-1.3243189297858935,0.2772172346205206,-0.6262130155898227,-1.2927493833249444,,0,Balanced Contributors,0.425181861760805,13.1,,-0.5855827519000646,-0.41872064492902106
Diney Borges,CPV,DF,0.0,445.0,0,2,4,0,3,1,3,0.18,0.0,0,195,158,81,0,0,0,8,13,9,44,1,5,29,16,2,0,1,0,0,0,,,,103,2,2,99,57,46,0,3,42,388,5.88,395,111,43337.98,1.1748312253615054,2.634416611566407,-0.0135352492197876,2.0547518398823152,,3,Complete Midfielders,0.9560497193303332,29.4,,1.1783964879506514,-0.18445260049091708
Diogo Costa,POR,GK,0.0,518.0,0,0,0,0,0,0,0,0.0,0.0,0,125,98,78,0,0,0,5,20,2,0,0,0,0,0,0,1,0,0,0,0,20.0,114.0,93.0,26,0,0,26,15,11,0,0,3,217,2.76,40,8,23794.16,-1.3243189297858935,0.1099753126035208,-1.459900097840634,-1.65019519507153,3.925614421652921,-1,Goalkeeper,0.308754243302024,9.5,75.5,-0.9307361004817363,-0.28408335200473334
Diogo Dalot,POR,DF,0.0,78.0,0,0,1,0,0,1,0,0.04,0.0,0,39,34,87,1,0,2,1,0,0,0,0,2,13,3,0,1,0,0,0,0,,,,35,10,12,13,12,23,1,6,25,86,2.42,86,39,7881.23,-0.9884170724416448,-1.1128681771893945,-1.0064342391590344,-1.3368594566231926,,2,Limited Tournament Impact,0.2891214676765552,8.9,,-0.9660609535216099,0.02174815279384427
Djed Spence,ENG,DF,0.0,373.0,0,2,2,0,1,1,0,0.71,0.0,0,160,142,89,9,0,4,12,75,0,0,0,13,75,12,1,2,0,0,0,0,,,,119,32,40,47,26,93,7,15,43,296,6.22,255,127,27817.63,0.3001650030581972,2.086071271060244,1.0924654983246471,2.756651891217237,,3,Complete Midfielders,1.0321198790198798,31.7,,1.335969679138895,-0.5419549463328138
Djibril Sow,SUI,MF,0.0,276.0,0,1,2,0,1,1,0,0.23,0.0,0,97,83,86,4,25,0,7,57,1,100,0,8,54,5,5,4,0,0,0,0,,,,112,26,63,23,59,53,4,19,50,215,4.57,421,147,31183.47,-0.3190649183133251,1.4104746655663345,0.4611438495677022,2.588953726594617,,3,Complete Midfielders,0.8847642090054825,27.2,,0.8510859909632014,-0.5632465681601737
Dodi Lukebakio,BEL,FW,0.0,194.0,0,1,7,0,5,2,1,0.41,0.0,0,55,44,80,7,14,10,6,83,1,100,0,6,67,3,1,2,0,0,0,0,,,,83,39,26,18,30,53,1,34,32,154,3.16,232,101,20237.33,1.4742482973773905,2.1947949274104688,0.0132687297330321,0.9449569992342982,,0,Balanced Contributors,0.8704367501516739,26.8,,0.9476440163793706,0.06109500272313058
Dominic Hyam,SCO,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Dominik Kotarski,CRO,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Dominik Livakovic,CRO,GK,0.0,413.0,0,0,0,0,0,0,0,0.0,0.0,0,129,95,74,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.0,80.0,68.0,5,0,0,5,2,3,0,0,8,235,2.52,30,5,17297.82,-1.3243189297858935,-0.9236044249364788,-1.459900097840634,-2.151332950353107,2.2639273629543704,-1,Goalkeeper,0.199049577051024,6.1,51.0,-1.2573480077089803,-0.05573888383136767
Dominique Simon,HAI,MF,0.0,68.0,0,1,1,0,0,1,0,0.01,0.0,1,30,22,73,1,100,0,2,0,0,0,0,2,26,6,1,1,0,0,0,0,,,,47,2,24,21,34,13,1,2,11,64,4.37,150,36,7878.3,-0.7037201964228493,-0.6299194238241341,-0.6775998187748583,-1.059998832305577,,0,Balanced Contributors,0.3857829215097198,11.9,,-0.6573056550739337,-0.015797685988385452
Donyell Malen,NED,FW,0.0,197.0,0,2,4,0,2,2,1,0.22,0.0,0,34,27,79,8,25,5,5,60,0,0,0,8,47,7,0,2,0,0,0,0,,,,82,40,30,12,46,36,4,42,38,107,4.34,178,81,18907.07,0.744573310411273,0.4958017828802977,0.1626487395167508,1.1315745623553704,,0,Balanced Contributors,0.7374898519085442,22.7,,0.4948924972840228,0.10669656278422879
Dostonbek Khamdamov,UZB,MF,0.0,120.0,0,0,2,0,1,1,1,0.08,0.0,2,34,29,85,5,60,1,1,0,0,0,0,9,74,6,1,0,0,0,0,1,,,,32,17,13,2,22,10,1,20,22,92,4.48,184,63,13625.49,-0.3115249248220868,-0.559382095198201,0.1184503072719203,-0.7107674586401022,,0,Balanced Contributors,0.504761158702743,15.5,,-0.27505279953273426,0.017149094579388176
Douglas Santos,BRA,DF,0.0,505.0,0,0,2,0,2,0,0,0.2,0.0,0,275,256,93,6,17,0,5,60,0,0,0,21,111,42,3,2,1,0,0,1,,,,86,31,30,25,25,61,7,43,78,571,6.22,642,220,52462.91,-0.6170226435888873,1.929440454875757,3.837704697272932,4.414147250149364,,3,Complete Midfielders,1.3552572944235868,41.7,,2.222607944544681,-1.2038977832535571
Duckens Nazon,HAI,FW,0.0,31.0,0,1,1,0,0,1,0,0.12,0.0,0,3,1,33,0,0,1,0,0,0,0,0,1,6,0,0,1,1,0,0,0,,,,0,0,0,0,0,0,0,2,4,8,1.63,27,8,2597.09,-0.6804957770616155,-2.083564197663456,-1.331097309027039,-2.867443001408186,,2,Limited Tournament Impact,0.1031098318439663,3.2,,-1.4943732730172943,0.43107838564816225
Duje Caleta Car,CRO,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Dylan Batubinsika,COD,DF,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,,2,Limited Tournament Impact,0.0,0.0,,-1.8491850714187297,0.31666064731001287
Dylan Bronn,TUN,DF,0.0,49.0,0,0,0,0,0,0,0,0.0,0.0,0,20,16,80,0,0,0,0,0,1,0,0,1,4,1,1,0,0,0,0,0,,,,7,0,0,7,2,5,0,0,1,40,2.04,38,13,5012.71,-1.3243189297858935,-1.4596787772686588,-1.4637230966362935,-2.619118507224619,,2,Limited Tournament Impact,0.1296007888253562,4.0,,-1.4637304916989162,0.0726128174628418
Dzenis Burnic,BIH,MF,0.0,27.0,0,0,1,0,0,1,0,0.02,0.0,0,8,7,88,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,,,,7,4,2,1,0,7,0,2,7,21,3.35,37,11,3073.49,-1.0039825037412196,-1.6875538050875447,-1.565469493489021,-2.4617200968746102,,2,Limited Tournament Impact,0.1226908684064183,3.8,,-1.4605467247044226,0.23879387095074076
Eberechi Eze,ENG,MF,0.0,164.0,0,0,2,0,0,2,0,0.16,0.0,1,40,33,83,3,33,2,5,100,1,100,0,4,43,0,1,3,0,0,0,1,,,,44,17,21,6,33,11,1,25,31,97,4.21,206,73,16888.28,-0.5278680371126712,1.3035851329282433,-0.3900336246875832,-0.2246711817969444,,0,Balanced Contributors,0.6198807902978047,19.1,,0.052738356192785024,-0.40296680783818006
Ederson,BRA,GK,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,-1.3243189297858935,-2.4642577606874845,-1.631956563153904,-3.2142549945655188,-1.2038479457474982,-1,Goalkeeper,0.0,0.0,0.0,-1.8491850714187297,0.31666064731001287
Ederson Silva,BRA,MF,0.0,38.0,0,0,2,0,1,1,0,0.34,0.0,0,5,5,100,3,33,0,0,0,0,0,0,1,20,2,1,0,0,0,0,0,,,,14,7,2,5,7,7,0,5,3,23,2.93,63,33,4509.03,-0.4791146163473953,-1.1748588763222236,-1.224831209937629,-2.20701026359188,,2,Limited Tournament Impact,0.2302775787186644,7.1,,-1.1011280926075515,0.28342575271697135
