Player,Country,Position,Goals,Assists_x,Minutes Played,Assists_y,Attempts On Target,Attempts At Goal,Attempts At Goal Conv. Rate (%),Attempts Inside the Penalty Area,Attempts Outside the Penalty Area,Headed Attempts at Goal,xG,xG Efficiency,Corners,Passes,Passes Completed,Passing Accuracy (%),Crosses,Crossing Accuracy (%),Take-Ons Completed,Defensive Linebreaks Attempted,Defensive Linebreaks Acc (%),Switches of Play Attempted,Switches of Play Acc (%),Own Goals,Forced Turnovers,Defensive Pressures Applied,Defensive Pressures Directly Applied,Fouls Against,Fouls For,Yellow Cards,Red Cards,Indirect Red Cards,Offsides,Goalkeeper Saves,Goalkeeper Actions Inside the Penalty Area,Goalkeeper Actions Outside the Penalty Area,Offers To Receive,Offers In Behind,Offers In Between,Offers In Front,Offers Inside Team Shape,Offers Outside Team Shape,Receptions In Behind,Receptions Between Midfield And Defensive Line,Receptions Under Pressure,Player Involvements,Average Speed (km/h),High Speed Running,Sprints,Total Distance (m)
Folarin Balogun,USA,FW,3.0,0.0,348.0,0,5,14,21,14,0,2,2.02,1.49x,0,44,30,68,6,0,4,6,67,0,0,0,29,106,7,3,8,1,1,0,3,,,,175,104,69,2,134,41,21,55,64,153,4.78,329,183,34951.64
Francis De Vries,NZL,DF,0.0,0.0,32.0,0,0,0,0,0,0,0,0.0,0x,2,16,7,44,2,50,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,,,,13,4,4,5,4,9,0,3,4,33,4.92,56,24,3921.77
Francisco Conceicao,POR,FW,0.0,0.0,163.0,0,0,2,0,2,0,0,0.17,0x,0,73,65,89,5,40,4,7,86,0,0,0,9,35,4,1,1,0,0,0,1,,,,75,35,36,4,19,56,6,53,56,173,5.18,201,87,17531.95
Francisco Trincao,POR,FW,0.0,0.0,32.0,0,0,1,0,1,0,0,0.11,0x,1,16,13,81,0,0,0,1,0,0,0,0,2,12,1,0,0,0,0,0,0,,,,24,6,18,0,19,5,0,8,15,35,1.52,56,32,4066.95
Franck Kessie,CIV,MF,1.0,0.0,389.0,0,2,4,25,4,0,0,0.71,1.4x,1,188,165,88,4,0,2,13,46,2,50,0,13,135,13,7,2,1,0,0,1,,,,130,27,59,44,101,29,4,31,83,413,6.8,553,184,44144.95
Frans Putros,IRQ,DF,0.0,0.0,105.0,0,0,0,0,0,0,0,0.0,0x,0,28,26,93,1,0,0,2,100,1,100,0,1,26,5,2,0,0,0,0,0,,,,8,5,2,1,1,7,0,6,9,55,1.95,106,32,10283.22
Frantzdy Pierrot,HAI,FW,0.0,0.0,168.0,0,1,3,0,3,0,1,0.25,0x,0,17,13,76,0,0,0,0,0,0,0,0,3,41,3,5,4,1,0,0,2,,,,28,19,8,1,22,6,1,23,25,48,5.98,210,61,17982.57
Fredrik Andre Bjorkan,NOR,DF,0.0,0.0,50.0,0,0,0,0,0,0,0,0.0,0x,0,21,19,90,0,0,0,0,0,0,0,0,2,21,2,0,0,0,0,0,0,,,,18,7,5,6,3,15,1,2,7,46,1.15,70,29,5776.79
Fredrik Aursnes,NOR,MF,0.0,0.0,355.0,0,0,2,0,1,1,0,0.02,0x,0,178,158,89,4,25,1,5,20,1,100,0,8,63,20,5,3,0,0,0,0,,,,177,44,68,65,78,99,3,24,55,375,6.87,571,173,40597.72
Frenkie De Jong,NED,MF,0.0,0.0,360.0,0,0,1,0,1,0,0,0.04,0x,0,243,224,92,0,0,1,5,80,2,100,0,7,85,22,6,6,0,0,0,0,,,,143,2,32,109,106,37,0,8,69,519,6.5,424,109,38652.6
Gabriel Avalos,PAR,FW,0.0,0.0,170.0,0,0,1,0,1,0,0,0.05,0x,0,23,12,52,0,0,0,4,25,0,0,0,5,46,5,1,2,0,0,0,0,,,,25,24,1,0,17,8,1,20,26,52,5.35,185,69,18764.8
Gabriel Gudmundsson,SWE,DF,0.0,0.0,356.0,0,0,0,0,0,0,0,0.0,0x,1,147,112,76,5,20,1,7,14,2,100,0,13,58,14,5,7,1,0,0,0,,,,51,10,10,31,10,41,1,11,44,282,6.21,340,137,36816.96
Gabriel Magalhaes,BRA,DF,0.0,1.0,520.0,1,0,1,0,1,0,0,0.03,0x,0,431,413,96,0,0,0,2,50,2,100,0,8,23,8,1,3,0,0,0,0,,,,57,3,2,52,25,32,0,2,22,876,5.86,500,122,50836.58
Gabriel Martinelli,BRA,FW,1.0,0.0,171.0,0,1,2,50,1,1,0,0.49,2.04x,0,65,59,91,3,33,1,3,67,0,0,0,6,60,9,4,4,0,0,0,0,,,,110,30,42,38,71,39,2,11,32,151,5.11,216,87,18477.89
Gael Kakuta,COD,FW,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Garry Rodrigues,CPV,MF,0.0,0.0,90.0,0,0,1,0,1,0,0,0.04,0x,0,14,11,79,2,50,2,2,100,0,0,0,3,23,1,0,0,0,0,0,2,,,,29,18,11,0,16,13,0,13,11,40,3.53,123,50,10160.29
Garven Metusala,HAI,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Gaston Olveira,PAR,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Gatito Fernandez,PAR,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Gavi,ESP,MF,0.0,0.0,85.0,0,0,1,0,1,0,0,0.01,0x,0,31,29,94,2,0,0,1,100,1,100,0,4,33,8,2,1,0,0,0,0,,,,89,27,45,17,61,28,1,22,25,78,2.2,122,45,10707.89
Gedeon Kalulu,COD,DF,0.0,0.0,10.0,0,0,0,0,0,0,0,0.0,0x,0,6,5,83,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,,,,3,1,2,0,1,2,0,4,0,11,1.7,20,6,1186.84
George Hirst,SCO,FW,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Geronimo Rulli,ARG,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Gervane Kastaneer,CUW,FW,0.0,0.0,45.0,0,0,1,0,0,1,0,0.03,0x,0,9,7,78,0,0,0,0,0,0,0,0,0,17,3,2,0,2,0,0,0,,,,12,11,1,0,8,4,0,7,6,19,5.92,44,21,4460.43
Gessime Yassine,MAR,MF,1.0,0.0,101.0,0,1,2,50,1,1,0,0.45,2.21x,1,39,34,87,1,0,2,2,50,3,67,0,1,22,6,2,3,0,0,0,0,,,,45,21,15,9,21,24,0,17,31,91,3.33,121,43,11281.33
Ghislain Konan,CIV,DF,0.0,0.0,303.0,0,0,4,0,3,1,0,0.28,0x,0,149,124,83,9,22,9,9,44,2,100,0,14,67,12,0,1,0,0,0,0,,,,62,19,25,18,14,48,5,13,60,313,4.39,323,120,29623.54
Gideon Mensah,GHA,DF,0.0,0.0,414.0,0,0,0,0,0,0,0,0.0,0x,0,182,156,86,3,0,1,6,33,2,100,0,10,63,18,2,2,0,0,0,0,,,,61,15,23,23,4,57,2,7,35,378,5.74,365,158,39697.98
Gilberto Mora,MEX,MF,0.0,0.0,236.0,0,0,5,0,3,2,0,0.13,0x,2,87,79,91,5,20,2,5,80,1,100,0,15,96,9,3,3,0,0,0,0,,,,148,34,83,31,96,52,2,37,52,209,5.16,370,125,25800.25
Gilson Benchimol,CPV,FW,0.0,0.0,93.0,0,0,0,0,0,0,0,0.0,0x,0,11,9,82,0,0,3,2,0,0,0,0,5,52,4,0,1,0,0,0,0,,,,35,20,15,0,24,11,1,7,12,26,3.24,123,54,9993.83
Giorgian De Arrascaeta,URU,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Giovani Lo Celso,ARG,MF,1.0,0.0,64.0,0,1,1,100,0,1,0,0.15,6.61x,1,51,47,92,1,100,0,0,0,0,0,0,8,23,6,1,1,0,0,0,1,,,,46,4,22,20,31,15,0,7,27,108,1.16,123,23,7525.5
Giovanni Reyna,USA,MF,1.0,0.0,155.0,0,1,2,50,2,0,0,0.22,4.61x,0,94,79,84,1,0,1,9,78,1,100,0,8,46,6,1,2,0,0,0,0,,,,82,9,49,24,53,29,1,31,59,192,8.06,315,71,19203.54
Giuliano Simeone,ARG,FW,0.0,0.0,150.0,0,0,0,0,0,0,0,0.0,0x,0,67,60,90,4,0,1,3,100,0,0,0,4,9,3,1,0,0,0,0,0,,,,38,15,20,3,12,26,2,23,23,84,1.1,102,40,8279.41
Godfried Roemeratoe,CUW,MF,0.0,0.0,12.0,0,0,0,0,0,0,0,0.0,0x,0,3,1,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,1,7,2.36,19,6,1454.14
Goncalo Guedes,POR,FW,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Goncalo Inacio,POR,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Goncalo Ramos,POR,FW,1.0,0.0,58.0,0,1,2,50,2,0,2,0.13,7.42x,0,11,10,91,0,0,0,0,0,0,0,0,5,32,3,0,0,0,0,0,0,,,,12,8,4,0,11,1,1,10,11,31,2.83,101,40,6429.87
Gonzalo Montiel,ARG,DF,0.0,1.0,180.0,1,0,1,0,1,0,0,0.15,0x,0,81,69,85,5,0,0,0,0,0,0,0,2,11,4,3,0,1,0,0,0,,,,46,28,11,7,14,32,2,15,27,136,4.41,218,61,16402.97
Gonzalo Plata,ECU,FW,1.0,0.0,407.0,0,5,8,13,4,4,1,1.16,0.86x,4,147,118,80,9,11,8,8,38,1,100,0,14,135,11,5,4,1,0,0,0,,,,174,31,119,24,112,62,3,86,108,362,6.52,494,187,44302.06
Gonzalo Valle,ECU,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Granit Xhaka,SUI,MF,1.0,0.0,673.0,0,2,9,11,1,8,0,1.16,0.86x,0,470,427,91,4,0,2,15,47,8,100,0,28,116,18,4,12,2,0,0,0,,,,330,5,129,196,231,99,0,35,110,997,6.51,1062,210,72775.82
Grant Hanley,SCO,DF,0.0,0.0,203.0,0,0,0,0,0,0,0,0.0,0x,0,101,94,93,0,0,0,5,40,3,100,0,2,11,2,1,0,0,0,0,1,,,,41,0,0,41,12,29,0,1,14,206,3.88,173,45,19774.95
Gregor Kobel,SUI,GK,0.0,0.0,673.0,0,0,0,0,0,0,0,0.0,0x,0,255,190,75,0,0,0,6,0,2,50,0,0,0,0,0,3,0,0,0,0,20.0,100.0,88.0,60,0,0,60,32,28,0,0,10,472,3.39,82,13,38006.08
Guela Doue,CIV,DF,0.0,0.0,311.0,0,0,1,0,1,0,0,0.01,0x,0,163,143,88,11,45,0,9,56,2,100,0,12,78,19,6,5,1,0,0,0,,,,85,29,38,18,26,59,3,28,73,343,6.19,353,132,31331.08
Guillermo Martinez,MEX,FW,0.0,0.0,87.0,0,0,0,0,0,0,0,0.0,0x,0,13,12,92,1,0,0,0,0,0,0,0,3,41,4,3,1,0,0,0,0,,,,35,20,14,1,32,3,0,14,16,35,2.54,89,46,9361.92
Guillermo Ochoa,MEX,GK,0.0,0.0,18.0,0,0,0,0,0,0,0,0.0,0x,0,9,4,44,0,0,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3.0,3.0,2,0,0,2,1,1,0,0,0,14,0.74,5,0,1147.02
Guillermo Varela,URU,DF,0.0,0.0,313.0,0,0,2,0,0,2,0,0.01,0x,0,134,119,89,10,30,1,8,75,1,100,0,8,20,5,1,1,1,0,0,0,,,,115,33,49,33,24,91,4,26,34,271,6.27,352,149,32750.8
Gustaf Lagerbielke,SWE,DF,0.0,0.0,400.0,0,1,3,0,3,0,3,0.13,0x,0,206,173,84,1,0,1,7,57,1,100,0,8,50,14,1,3,0,0,0,1,,,,46,0,8,38,11,35,0,11,35,433,6.18,436,119,41310.47
Gustaf Nilsson,SWE,FW,0.0,0.0,5.0,0,0,1,0,1,0,1,0.01,0x,0,2,1,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,3,1,2,0,2,1,0,2,3,6,2.14,11,2,713.65
Gustavo Caballero,PAR,MF,0.0,0.0,117.0,0,1,1,0,1,0,1,0.07,0x,0,8,5,63,0,0,1,1,0,0,0,0,2,36,8,2,2,0,0,0,1,,,,13,9,3,1,8,5,1,11,11,27,2.52,169,57,12413.4
Gustavo Gomez,PAR,DF,0.0,0.0,554.0,0,0,2,0,2,0,2,0.07,0x,0,91,80,88,0,0,0,0,0,0,0,0,9,31,10,3,2,0,0,0,1,,,,9,2,1,6,6,3,1,3,7,188,5.32,342,109,49082.71
Gustavo Puerta,COL,DF,0.0,1.0,520.0,1,5,14,0,3,11,0,0.53,0x,0,290,264,91,2,0,4,4,50,3,67,0,22,147,30,9,8,1,0,0,0,,,,260,48,108,104,145,115,3,44,116,643,6.63,742,195,57392.35
Gustavo Velazquez,PAR,DF,0.0,0.0,293.0,0,0,0,0,0,0,0,0.0,0x,0,80,57,71,4,0,0,6,17,3,100,0,3,24,3,2,0,0,0,0,0,,,,20,2,3,15,6,14,0,5,11,177,5.35,197,66,25381.16
Guus Til,NED,MF,0.0,0.0,36.0,0,0,0,0,0,0,0,0.0,0x,0,8,7,88,0,0,0,1,0,0,0,0,1,20,1,0,0,0,0,0,0,,,,20,11,8,1,9,11,0,6,5,19,1.75,56,28,4267.29
Habib Diarra,SEN,MF,2.0,0.0,168.0,0,1,3,67,2,1,0,0.54,3.68x,0,54,52,96,1,0,0,2,50,0,0,0,12,73,14,2,2,0,0,0,0,,,,68,36,19,13,52,16,1,15,33,133,4.92,221,92,18234.36
Haissem Hassan,EGY,FW,0.0,1.0,138.0,1,0,1,0,1,0,0,0.09,0x,0,41,35,85,9,22,11,13,92,4,100,0,0,44,0,2,2,2,0,0,0,,,,76,4,37,35,11,65,2,8,9,109,2.64,184,62,15396.81
Haji Wright,USA,FW,0.0,0.0,4.0,0,0,0,0,0,0,0,0.0,0x,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,2,2,0,0,1,1,0,1,0,2,2.72,7,4,549.32
Hakan Calhanoglu,TUR,MF,0.0,0.0,208.0,0,2,11,0,2,9,0,0.4,0x,8,190,171,90,10,10,0,5,60,7,86,0,11,28,5,2,1,0,0,0,0,,,,79,8,27,44,53,26,2,9,54,420,4.59,319,72,24004.04
Hamdy Fathy,EGY,MF,0.0,0.0,260.0,0,0,0,0,0,0,0,0.0,0x,0,130,119,92,1,0,0,3,0,3,100,0,6,82,18,3,2,1,0,0,1,,,,55,5,10,40,22,33,0,9,33,274,4.96,328,96,27077.98
Hamza Abdelkarim,EGY,FW,0.0,0.0,83.0,0,0,0,0,0,0,0,0.0,0x,0,10,7,70,1,0,0,2,0,0,0,0,8,36,6,2,0,0,0,0,0,,,,21,17,4,0,17,4,1,6,6,30,5.32,120,56,9335.75
Hannes Delcroix,HAI,DF,0.0,0.0,306.0,0,0,0,0,0,0,0,0.0,0x,0,151,146,97,1,0,0,2,50,1,100,0,9,21,9,1,2,0,0,0,0,,,,11,0,2,9,3,8,0,0,16,302,5.87,298,89,30006.24
Hannibal Mejbri,TUN,MF,0.0,2.0,298.0,2,1,3,0,0,3,0,0.06,0x,4,123,94,76,9,33,2,11,55,7,71,0,19,125,17,4,15,0,0,0,0,,,,150,25,93,32,73,77,3,30,75,289,6.27,368,102,31221.09
Hans Vanaken,BEL,MF,1.0,2.0,362.0,2,1,5,20,4,1,0,0.64,1.56x,0,164,153,93,3,0,1,2,50,2,100,0,12,145,8,0,6,0,0,0,0,,,,156,20,90,46,111,45,2,46,77,362,7.1,586,159,42602.58
Haris Tabakovic,BIH,FW,0.0,0.0,25.0,0,0,0,0,0,0,0,0.0,0x,0,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,4,4,0,0,3,1,0,2,1,3,1.34,12,3,2264.93
Harry Kane,ENG,FW,6.0,1.0,732.0,1,11,23,26,18,5,5,3.69,1.63x,0,99,73,74,3,33,1,11,55,2,100,0,25,230,19,8,8,0,0,0,2,,,,115,38,57,20,96,19,6,61,72,237,6.5,764,233,67846.27
Harry Souttar,AUS,DF,0.0,0.0,438.0,0,1,1,0,1,0,1,0.05,0x,0,199,171,86,0,0,1,8,38,3,33,0,4,18,6,8,1,1,0,0,0,,,,32,3,2,27,20,12,0,6,46,409,5.87,370,82,43035.91
Hassan Alhaydos,QAT,FW,1.0,0.0,69.0,0,1,1,100,1,0,0,0.66,1.51x,0,14,10,71,0,0,0,1,0,0,0,0,8,46,1,1,1,0,0,0,0,,,,21,10,10,1,11,10,0,7,16,31,4.75,147,43,8290.41
Hassan Altambakti,KSA,DF,0.0,0.0,237.0,0,0,0,0,0,0,0,0.0,0x,0,87,71,82,0,0,0,2,0,0,0,1,5,26,7,0,1,0,0,0,0,,,,19,0,1,18,10,9,0,1,24,184,5.62,252,67,22701.97
Hassan Kadish,KSA,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Hazem Mastouri,TUN,FW,1.0,0.0,92.0,0,2,3,33,1,2,1,0.21,4.8x,0,10,7,70,1,100,1,0,0,0,0,0,1,38,4,2,2,0,0,0,0,,,,15,14,1,0,11,4,1,14,17,37,2.17,106,39,10041.14
Helio Varela,CPV,MF,1.0,0.0,130.0,0,1,3,33,0,3,0,0.26,3.91x,0,29,27,93,1,0,2,3,100,0,0,0,5,39,2,1,2,0,0,0,1,,,,34,20,12,2,9,25,2,24,17,77,4.81,179,68,13847.35
Henrik Falchener,NOR,DF,0.0,0.0,71.0,0,0,0,0,0,0,0,0.0,0x,0,23,18,78,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,8,52,0.97,64,23,6891.96
Herman Johansson,SWE,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Hernan Galindez,ECU,GK,0.0,0.0,407.0,0,0,0,0,0,0,0,0.0,0x,0,105,70,67,0,0,0,5,60,0,0,0,0,0,0,0,0,0,0,0,0,12.0,68.0,63.0,29,0,0,29,21,8,0,0,2,191,2.51,25,3,17029.0
Hicham Boudaoui,ALG,MF,0.0,0.0,143.0,0,0,0,0,0,0,0,0.0,0x,0,86,83,97,0,0,1,4,75,1,100,0,6,54,8,4,1,1,0,0,0,,,,71,17,24,30,32,39,1,5,29,186,5.55,248,79,17473.1
Hiroki Ito,JPN,DF,0.0,0.0,405.0,0,0,1,0,0,1,0,0.04,0x,0,199,178,89,10,20,0,11,27,2,50,0,23,34,14,7,0,0,0,0,0,,,,81,9,19,53,16,65,1,11,46,417,5.85,358,119,39533.62
Hjalmar Ekdal,SWE,DF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Homam Ahmed,QAT,DF,0.0,0.0,134.0,0,0,1,0,0,1,0,0.0,0x,0,33,25,76,3,33,1,2,50,0,0,0,3,45,6,4,0,0,1,0,0,,,,20,13,6,1,5,15,1,7,13,75,5.86,157,57,13626.23
Hossam Abdelmaguid,EGY,DF,0.0,0.0,73.0,0,0,0,0,0,0,0,0.0,0x,0,32,28,88,0,0,0,0,0,0,0,0,4,11,3,1,0,0,0,0,0,,,,5,0,0,5,4,1,0,0,7,71,2.15,62,26,6751.69
Hossein Hosseini,IRN,GK,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Hossein Kanani,IRN,DF,0.0,0.0,154.0,0,1,1,0,1,0,0,0.02,0x,0,34,33,97,0,0,0,0,0,3,67,0,2,17,5,1,0,1,0,0,0,,,,4,0,0,4,1,3,0,2,8,75,3.94,123,27,14749.2
Houssem Aouar,ALG,MF,0.0,2.0,191.0,2,1,3,0,1,2,0,0.24,0x,0,84,79,94,1,100,1,3,100,0,0,0,8,61,7,1,2,0,0,0,0,,,,106,43,46,17,62,44,4,29,55,185,5.03,253,83,21136.93
Hugo Sochurek,CZE,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Husam Abudahab,JOR,DF,0.0,0.0,190.0,0,0,0,0,0,0,0,0.0,0x,0,58,43,74,0,0,0,1,100,0,0,0,4,42,14,2,1,1,0,0,0,,,,22,1,4,17,8,14,0,0,15,112,4.16,206,75,19848.59
Hussein Ali,IRQ,DF,0.0,0.0,174.0,0,0,1,0,1,0,0,0.01,0x,0,40,32,80,2,0,0,2,100,0,0,0,9,20,3,1,0,0,0,0,1,,,,44,24,18,2,3,41,2,10,8,82,4.18,179,71,18211.32
Hwang Heechan,KOR,MF,0.0,0.0,123.0,0,0,1,0,0,1,0,0.01,0x,0,47,40,85,1,0,2,3,100,1,100,0,3,25,3,1,2,0,0,0,0,,,,57,15,28,14,28,29,1,18,29,105,6.27,144,62,12925.63
Hwang Inbeom,KOR,MF,1.0,1.0,286.0,1,2,4,25,2,2,0,0.37,2.74x,0,218,193,89,3,67,1,5,80,2,100,0,20,62,10,1,1,0,0,0,0,,,,177,12,64,101,135,42,3,11,68,459,6.78,372,97,32488.04
Ibrahim Adel,EGY,FW,0.0,0.0,7.0,0,0,0,0,0,0,0,0.0,0x,0,6,4,67,0,0,0,2,100,0,0,0,2,4,2,0,0,0,0,0,0,,,,10,3,6,1,2,8,0,4,1,12,1.7,18,8,1006.49
Ibrahim Bayesh,IRQ,MF,0.0,0.0,259.0,0,0,1,0,1,0,0,0.45,0x,0,48,40,83,1,0,6,3,33,0,0,0,14,120,14,3,5,0,0,0,0,,,,90,50,35,5,42,48,2,24,42,128,6.37,331,112,27586.07
Ibrahim Maza,ALG,MF,0.0,0.0,389.0,0,3,11,0,7,4,1,1.06,0x,0,141,111,79,1,0,12,13,46,1,100,0,25,153,14,1,5,0,0,0,0,,,,212,39,122,51,153,59,4,59,136,342,6.85,524,152,44461.44
Ibrahim Mbaye,SEN,FW,1.0,0.0,203.0,0,1,4,25,4,0,0,0.29,3.43x,0,67,63,94,8,13,4,9,44,0,0,0,2,41,6,0,2,0,0,0,0,,,,95,36,38,21,26,69,4,41,58,176,5.55,191,104,18570.21
Ibrahim Sadeh,JOR,MF,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
Ibrahim Sangare,CIV,MF,0.0,1.0,305.0,1,0,1,0,0,1,0,0.0,0x,0,190,172,91,1,0,0,4,50,1,100,0,23,114,29,2,4,0,0,0,0,,,,54,2,20,32,38,16,0,9,78,391,6.63,387,110,33681.96
Ibrahima Konate,FRA,DF,0.0,0.0,19.0,0,0,0,0,0,0,0,0.0,0x,0,11,10,91,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,,,,3,0,0,3,2,1,0,0,0,24,0.85,18,3,1968.45
Idrissa Gana Gueye,SEN,MF,0.0,0.0,411.0,0,1,5,0,0,5,0,0.12,0x,0,270,243,90,1,0,0,8,63,5,100,0,24,91,23,2,2,0,0,0,0,,,,142,6,54,82,103,39,2,11,86,578,5.81,449,140,39822.15
Igor Matanovic,CRO,FW,0.0,0.0,125.0,0,2,4,0,3,1,2,0.12,0x,0,14,11,79,0,0,2,0,0,0,0,0,6,49,10,4,3,0,0,0,1,,,,36,15,19,2,33,3,0,22,16,44,4.63,164,73,12766.79
Igor Sergeev,UZB,FW,0.0,0.0,46.0,0,0,0,0,0,0,0,0.0,0x,0,4,4,100,0,0,0,0,0,0,0,0,0,21,2,0,0,0,0,0,1,,,,13,9,4,0,10,3,0,3,2,9,6.94,79,26,5591.98
Igor Thiago,BRA,FW,0.0,0.0,65.0,0,1,2,0,2,0,1,0.4,0x,0,5,4,80,0,0,1,0,0,0,0,0,5,25,5,2,0,0,0,0,0,,,,16,15,1,0,12,4,0,9,7,21,1.38,95,43,7498.81
Iliman Ndiaye,SEN,FW,1.0,2.0,134.0,2,2,3,33,2,1,0,0.21,4.76x,0,59,53,90,2,0,6,4,50,0,0,0,6,41,8,2,1,0,0,0,0,,,,67,17,36,14,33,34,3,38,49,137,5.17,188,74,14673.13
Ime Okon,RSA,DF,0.0,0.0,402.0,0,0,1,0,1,0,1,0.01,0x,0,280,257,92,0,0,0,2,50,2,50,0,3,22,5,1,1,0,0,0,0,,,,52,1,2,49,14,38,0,3,46,582,5.9,460,183,39562.72
Inaki Williams,GHA,FW,0.0,0.0,140.0,0,0,3,0,1,2,0,0.06,0x,0,23,15,65,4,25,1,3,67,0,0,0,3,43,3,2,1,1,0,0,1,,,,38,26,12,0,17,21,0,23,25,67,2.75,117,64,12856.69
Iqraam Rayners,RSA,FW,0.0,0.0,182.0,0,0,1,0,1,0,1,0.11,0x,0,24,21,88,2,0,0,3,33,0,0,0,7,83,2,1,1,0,0,0,2,,,,75,57,17,1,51,24,5,25,28,62,6.68,193,108,19309.81
Irfan Can Kahveci,TUR,FW,0.0,0.0,7.0,0,0,0,0,0,0,0,0.0,0x,0,2,2,100,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,,,,7,4,3,0,3,4,0,1,0,4,2.74,13,6,1019.59
Isak Hien,SWE,DF,0.0,0.0,237.0,0,0,0,0,0,0,0,0.0,0x,0,128,122,95,0,0,0,1,0,1,100,0,13,13,8,3,3,1,0,0,0,,,,26,0,0,26,19,7,0,1,17,271,4.32,173,69,22458.49
Isidro Pitta,PAR,FW,0.0,0.0,55.0,0,0,0,0,0,0,0,0.0,0x,0,4,3,75,1,0,0,1,0,0,0,0,2,26,3,2,0,0,0,0,2,,,,5,5,0,0,3,2,0,5,8,15,1.31,77,23,6037.06
